"Country","City","AQI.Value","CO.AQI.Value","Ozone.AQI.Value","NO2.AQI.Value","PM2.5.AQI.Value","Latitude","Longitude"
"Brazil","Paraguacu",51,1,7,4,51,-21.547222,-45.7375
"Peru","Paramonga",41,1,18,1,41,-10.6751894,-77.8185202
"United States of America","Parkville",56,1,44,4,56,39.3773292,-76.5396875
"United States of America","Pasadena",58,1,43,5,58,34.1476507,-118.144155
"United States of America","Pataskala",45,1,32,7,45,39.9955726,-82.6742373
"Kazakhstan","Pavlodar",50,1,41,0,50,52.3124526,76.9830627
"India","Payyannur",68,0,24,0,68,NA,NA
"United States of America","Pelham",46,1,46,2,31,40.9098215,-73.8079111
"Greece","Perama",67,1,44,2,67,37.9662294,23.5691709
"Mexico","Perote",77,3,7,8,77,19.5612169,-97.2428392
"Serbia","Petrovaradin",63,1,33,1,63,45.2426175,19.8820073
"Thailand","Phanom Thuan",42,0,19,0,42,14.129361,99.6998199
"Thailand","Phatthalung",59,1,27,0,59,7.617689,100.0809426
"Thailand","Phetchaburi",35,0,17,0,35,13.1052914,99.9475297
"India","Phillaur",444,2,111,1,391,31.018294,75.7839116
"Egypt","Rosetta",60,2,60,3,55,31.4013811,30.418428
"Italy","Rossano",48,1,48,0,12,39.575017,16.6333385
"Russian Federation","Rostov",32,1,32,0,26,47.2216548,39.7096061
"United Kingdom of Great Britain and Northern Ireland","Royton",56,0,32,1,56,53.5652485,-2.1236085
"Germany","Rudolstadt",32,1,32,1,30,50.7206063,11.3401985
"Czechia","Rumburk",29,0,29,2,29,50.9517739,14.5569317
"Malawi","Rumphi",28,0,19,0,28,-11.0159927,33.8587703
"Switzerland","Ruti",34,1,25,2,34,47.2579312,8.852696
"Brazil","Ruy Barbosa",18,0,8,0,18,-12.2856669,-40.4958361
"Serbia","Sabac",68,1,32,1,68,44.7571535,19.6953972
"Cuba","Sagua La Grande",89,1,22,1,89,22.8059845,-80.0720021
"India","Sahibganj",208,3,152,1,208,25.244263,87.6348084
"United States of America","Saint Matthews",58,2,29,12,58,33.664876,-80.7778681
"United States of America","Saint Pete Beach",53,1,40,6,53,27.7253065,-82.741212
"Canada","Saint Thomas",35,1,35,3,34,46.0138485,-73.3508635
"France","Saint Cyr Sur Loire",37,1,25,2,37,47.4052448,0.6658199
"Belgium","Saint Nicolas",35,1,32,3,35,51.1646685,4.1395124
"France","Saint Quentin",39,1,25,2,39,49.8465253,3.2876843
"Saudi Arabia","Sakakah",122,1,49,0,122,29.9784008,40.2047701
"Japan","Sakurai",40,1,40,2,34,34.5186316,135.8434724
"United Kingdom of Great Britain and Northern Ireland","Salford",58,0,32,1,58,53.4877463,-2.2891921
"India","Salon",303,1,48,0,260,25.688837,78.7949036
"Brazil","Salvador",30,0,16,1,30,-12.9822499,-38.4812772
"India","Sambhar",193,0,38,0,193,26.9110014,75.1848367
"Turkey","Samsun",36,1,36,0,30,41.2946149,36.3320596
"Indonesia","Prabumulih",49,1,30,0,49,-3.4382688,104.2310181
"Brazil","Presidente Prudente",32,1,14,1,32,-22.1225167,-51.3882528
"United States of America","Prichard",28,1,22,4,28,30.7387998,-88.0788889
"Canada","Prince George",21,1,21,1,13,53.9128645,-122.7453699
"Indonesia","Pringsewu",63,2,40,0,63,-5.3554066,104.9774115
"Peru","Pucallpa",30,1,1,0,30,-8.3820737,-74.5387507
"Spain","Puertollano",32,1,30,1,32,38.6852161,-4.1111749
"Mexico","Purepero",48,1,5,4,48,19.9105449,-102.0070524
"Israel","Qiryat Gat",80,1,62,4,80,31.6093998,34.7711983
"Chile","Quillota",182,14,1,23,182,-32.879997,-71.2473555
"India","Rafiganj",356,1,60,0,284,24.8186239,84.6333022
"United States of America","Rahway",62,1,44,5,62,40.6081591,-74.2776468
"Bangladesh","Rajshahi",191,2,133,2,191,24.3715513,88.5921038
"India","Rajur",150,1,41,0,150,21.8882857,76.6208644
"Thailand","Phrai Bung",53,0,27,0,53,NA,NA
"India","Phulpur",226,1,48,1,226,26.3611399,78.1103184
"Brazil","Picos",16,0,12,0,16,-7.0823544,-41.4685053
"Finland","Pietarsaari",34,1,34,1,17,63.6744703,22.7055385
"Germany","Pirmasens",30,1,27,2,30,49.1996961,7.6087847
"United States of America","Plum",55,2,26,12,55,40.5003457,-79.7494911
"Benin","Pobe",73,1,20,1,73,6.9820238,2.666791
"Italy","Policoro",46,1,46,0,14,40.2104595,16.6763759
"Sierra Leone","Port Loko",48,1,16,0,48,8.7646696,-12.7854213
"Haiti","Port De Paix",103,1,25,1,103,19.9389855,-72.8308129
"Portugal","Porto Salvo",46,0,30,2,46,38.7293967,-9.3036149
"United States of America","Poughkeepsie",43,1,43,2,39,41.7065539,-73.9283672
"United States of America","Randallstown",52,1,44,4,52,39.3676814,-76.7954689
"India","Rania",500,1,40,0,464,22.447586,88.3506475
"Thailand","Ranong",36,0,16,0,36,9.964128,98.6340038
"Germany","Rathenow",39,0,39,0,23,52.6063703,12.3382259
"Russian Federation","Reutov",58,1,25,9,58,55.7622453,37.856555
"Brazil","Ribeira Do Pombal",24,0,7,1,24,-10.837299,-38.538152
"Brazil","Ribeirao Bonito",52,1,4,3,52,-22.0692867,-48.1781765
"United States of America","Richardson",56,1,21,6,56,32.9481789,-96.7297206
"United States of America","Richmond",76,2,15,17,76,37.5385087,-77.43428
"Brazil","Rio Bonito",95,3,23,8,95,-22.7108378,-42.6271864
"Peru","Rioja",25,1,3,0,25,-6.0627128,-77.1677322
"France","Riom",40,1,30,1,40,45.893012,3.1140583
"Lebanon","Riyaq",78,1,46,1,78,NA,NA
"Italy","Rocca Priora",47,1,47,2,27,41.7910922,12.7619973
"France","Rodez",42,1,31,1,42,44.3511408,2.5728493
"Brazil","Rolandia",39,1,14,2,39,-23.3119901,-51.3674145
"France","Romans Sur Isere",37,1,30,1,37,45.0458886,5.0528681
"Philippines","Romblon",50,1,23,0,50,12.5758425,122.2699465
"India","Dalmau",190,2,98,1,190,21.4937981,76.5554078
"United States of America","Daly City",62,1,18,13,62,37.6904826,-122.47267
"India","Damnagar",152,0,29,0,152,22.1453429,69.3467448
"Thailand","Dan Khun Thot",56,1,31,0,56,15.2087873,101.7688474
"China","Dancheng",145,2,145,3,82,33.6406649,115.1943501
"India","Dankaur",292,3,136,3,292,28.3501722,77.5533115
"United Republic of Tanzania","Dareda",20,0,14,0,20,-4.22036,35.560008
"India","Dattapur",153,0,29,0,153,20.5265922,76.0933743
"Brazil","Delmiro Gouveia",25,0,9,1,25,-9.3841161,-37.997756
"Uruguay","Delta Del Tigre",38,1,19,2,38,-34.7638129,-56.365268
"India","Delvada",158,0,25,0,158,20.7755371,71.0478387
"Russian Federation","Desnogorsk",34,1,34,0,10,54.1516661,33.2881028
"Turkey","Develi",46,1,29,0,46,38.3879285,35.4900997
"India","Dewa",173,3,159,1,173,27.0355897,81.1672167
"Turkey","Dinar",44,1,33,0,44,38.0676295,30.1662478
"Ukraine","Dniprorudne",39,1,39,0,12,47.3899205,35.0028481
"Benin","Dogbo",101,3,18,2,101,6.801846,1.7815205
"Russian Federation","Donskoye",37,1,37,0,30,52.615471,38.975815
"United States of America","Dumas",60,1,22,3,60,35.8630199,-101.9663192
"United Republic of Tanzania","Dunda",23,0,17,0,23,NA,NA
"United States of America","Dyersburg",93,1,24,5,93,36.0346393,-89.3857496
"United States of America","Eatontown",28,1,28,8,25,40.2962222,-74.0509725
"Mexico","Ebano",91,2,22,3,91,22.217457,-98.3786093
"United States of America","El Campo",39,1,22,1,39,29.1966405,-96.2696867
"Mexico","El Pueblito",66,1,10,5,66,20.5397943,-100.4410725
"Bolivia (Plurinational State of)","El Torno",6,0,5,0,6,NA,NA
"United States of America","Ellicott City",44,1,27,10,44,39.2673284,-76.7983067
"Pakistan","Eminabad",153,3,153,1,152,32.0419786,74.2601469
"Japan","Ena",42,1,42,0,12,35.4492674,137.412703
"Italy","Giussano",62,1,32,4,62,45.6993814,9.2097294
"United Kingdom of Great Britain and Northern Ireland","Glenrothes",35,1,22,6,35,56.1961905,-3.1716324
"United Kingdom of Great Britain and Northern Ireland","Glossop",27,1,25,3,27,53.4433552,-1.9499173
"Namibia","Gobabis",19,0,18,0,19,-22.4495283,18.9724666
"India","Gobindapur",198,3,91,3,198,22.2029562,88.5704244
"India","Gobindpur",175,1,51,1,175,23.8338345,86.5217542
"Spain","Godella",33,1,33,1,28,39.5184276,-0.4103168
"India","Gohad",194,1,46,0,194,26.4105972,78.4456996
"India","Gohana",500,1,47,1,500,22.3321554,79.6012609
"Brazil","Goiatuba",37,1,3,3,37,-18.0154577,-49.3640591
"Netherlands","Goirle",30,0,30,2,27,51.5056266,5.0337741
"United States of America","Golden Glades",61,1,10,16,61,25.9105056,-80.2052687
"Poland","Goleniow",32,1,24,3,32,53.5656939,14.8299285
"Iran (Islamic Republic of)","Gonbad E Qabus",84,1,45,0,84,NA,NA
"Russian Federation","Gorodishche",33,1,33,1,21,61.4917743,42.4702157
"Japan","Gotsu",44,1,44,0,15,35.0111168,132.2213266
"Albania","Gramsh",68,1,39,1,68,40.8654273,20.1864495
"United States of America","Granger",57,2,21,11,57,41.7610984,-93.8243925
"United States of America","Grants Pass",29,1,29,2,27,42.4393707,-123.3272489
"Mexico","Guasave",35,1,22,1,35,25.5738,-108.4674697
"Germany","Guben",37,1,21,4,37,51.9503235,14.7153567
"Cameroon","Guider",76,3,8,1,76,9.9302531,13.9467554
"China","Guilin",90,3,46,3,90,25.2779894,110.2910622
"France","Guipavas",34,1,26,9,34,48.4346366,-4.400979
"United States of America","Fort Walton Beach",65,1,30,1,65,30.4057552,-86.618842
"France","Fosses",29,0,28,2,29,49.0986649,2.5161998
"United States of America","Fountain Hills",37,1,27,8,37,33.6117105,-111.717361
"United States of America","Fountain",72,1,29,3,72,38.682219,-104.7008056
"Brazil","Francisco Morato",169,7,0,21,169,-23.2817308,-46.7448996
"Germany","Freiberg",36,1,25,3,36,50.9169415,13.3428889
"United States of America","Front Royal",46,1,37,2,46,38.9178538,-78.1917718
"Japan","Fuchu",71,1,71,3,49,35.6693751,139.4774094
"Germany","Gaggenau",29,0,29,2,26,48.8030291,8.3201799
"Israel","Gan Yavne",77,1,43,6,77,31.787109,34.7096635
"India","Gauribidanur",48,0,24,0,48,NA,NA
"Spain","Gava",57,1,19,10,57,41.3050933,2.0063126
"Italy","Gela",53,1,38,2,53,37.0664363,14.2502445
"Netherlands","Gennep",30,0,25,3,30,51.6950839,5.9734549
"Germany","Genthin",31,0,30,1,31,52.4063738,12.1561742
"Guyana","Georgetown",27,0,19,0,27,6.8137426,-58.1624465
"Germany","Gera",30,0,28,2,30,50.8765528,12.0832674
"India","Gevrai",120,1,30,0,120,19.6281577,76.3786697
"United States of America","Lake Jackson",25,0,24,2,25,29.048099,-95.4585418
"United States of America","Lakeside",57,2,22,14,57,32.8572719,-116.9222489
"Thailand","Lam Luk Ka",66,1,28,1,66,13.9627225,100.7726095
"Philippines","Lamacan",70,1,21,0,70,10.0273053,123.5974645
"Iran (Islamic Republic of)","Lar",105,1,49,0,105,NA,NA
"Brazil","Laranjeiras Do Sul",12,1,12,0,11,-25.4073197,-52.4150132
"China","Lasa",25,0,25,0,12,29.6542054,91.1173015
"India","Lasalgaon",129,0,30,0,129,20.1426837,74.2377507
"Germany","Lauda Konigshofen",32,1,27,3,32,49.5577854,9.7190669
"France","Le Port",42,1,28,0,42,42.8662832,1.3740316
"Brazil","Lencois Paulista",34,1,13,1,34,-22.6029897,-48.8031367
"Colombia","Lerida",60,2,8,4,60,4.8609666,-74.9109405
"Netherlands","Leusden",33,0,33,1,26,52.130355,5.4286989
"United Kingdom of Great Britain and Northern Ireland","Lewes",37,1,12,13,37,50.8746139,0.0051153
"Philippines","Lianga",50,1,20,0,50,8.6330237,126.0934758
"France","Libourne",46,1,26,2,46,44.9133742,-0.2427217
"Germany","Limbach Oberfrohna",31,0,28,1,31,50.8608138,12.7545462
"Malaysia","Limbang",95,9,95,0,46,4.7534355,115.0093036
"China","Lishan",192,4,192,6,124,41.1452706,123.0206182
"Czechia","Litovel",49,1,24,2,49,49.7013305,17.0758784
"Belgium","Lokeren",31,0,31,2,31,51.1044488,3.9898689
"Belgium","Londerzeel",34,0,29,3,34,51.0021194,4.3028049
"Netherlands","Loon Op Zand",32,0,27,3,32,51.6411358,5.0486676
"Congo","Loubomo",100,1,16,0,100,-4.2005398,12.6791573
"Senegal","Louga",176,2,21,3,176,15.6118551,-16.2233275
"Poland","Lubin",35,1,20,3,35,51.3974465,16.2051275
"Poland","Lublin",32,1,32,1,28,51.250559,22.5701022
"Indonesia","Lubuk Pakam",98,2,47,0,98,3.5603701,98.8766933
"Philippines","Lucena",32,1,29,0,32,13.9357696,121.6128612
"India","Lunavada",164,1,35,0,164,23.1290668,73.611114
"Ukraine","Lvov",61,1,29,1,61,49.841952,24.0315921
"Brazil","Macapa",16,1,12,0,16,0.0401529,-51.0569588
"Pakistan","Madeji",167,1,49,1,167,27.7545417,68.4521571
"Lesotho","Mafeteng",117,4,14,7,117,-29.8224468,27.2388281
"United States of America","Magnolia",56,1,25,2,56,30.2095594,-95.7507897
"United Republic of Tanzania","Magomeni",50,0,23,0,50,-6.803578,39.26046
"India","Mahbubabad",119,1,35,0,119,17.595749,79.9999224
"India","Mahoba",180,1,45,0,180,25.2886851,79.8792071
"India","Maihar",171,1,36,0,171,24.260444,80.7592749
"India","Mainpuri",434,1,53,1,362,27.2270677,79.0271702
"United States of America","Maitland",53,1,18,14,53,28.6275253,-81.3656419
"Ukraine","Makiyivka",50,1,24,11,50,48.0448144,37.9635093
"France","Malakoff",40,1,26,3,40,48.8211559,2.3019814
"Philippines","Malandag",55,1,19,0,55,6.308396,125.2522511
"Benin","Malanville",34,1,18,1,34,11.8618128,3.3862982
"Iran (Islamic Republic of)","Malard",172,3,172,5,145,NA,NA
"Italy","Malnate",69,1,22,6,69,45.8000916,8.8781675
"Mongolia","Mandalgovi",38,0,38,0,34,45.7630435,106.2704145
"India","Mangawan",184,1,39,1,184,24.6643065,81.5411779
"Democratic Republic of the Congo","Manono",74,2,23,1,74,-7.2981166,27.396517
"Venezuela (Bolivarian Republic of)","Maracaibo",118,1,17,4,118,NA,NA
"Italy","Marano Di Napoli",52,1,52,1,36,40.89761,14.190528
"India","Gunnaur",500,1,73,1,500,28.23894,78.437849
"Germany","Hagen",30,0,30,1,25,51.3582945,7.473296
"China","Haian",207,4,207,3,150,NA,NA
"France","Halluin",35,0,28,2,35,50.7826693,3.1249234
"Germany","Hamburg",34,0,28,2,34,53.550341,10.000654
"United States of America","Hanahan",73,2,35,8,73,32.9138914,-80.0088359
"Japan","Hanamaki",38,1,38,0,20,39.3884038,141.1169618
"India","Hangal",70,0,22,0,70,NA,NA
"Bulgaria","Harmanli",40,1,40,1,24,41.9302645,25.9015211
"Pakistan","Harunabad",500,1,43,0,443,29.6104977,73.1388889
"Germany","Hattingen",28,0,27,2,28,51.4007175,7.1862486
"United States of America","Hauppauge",52,1,27,12,52,40.825736,-73.2017418
"United States of America","Hayward",70,2,20,20,70,37.6688205,-122.080796
"Finland","Heinola",33,0,33,0,5,61.2027188,26.031371
"Japan","Hekinan",59,1,59,1,23,34.86505,136.984523
"Germany","Hemsbach",30,0,30,1,24,49.5919545,8.6460261
"China","Hengyang",169,4,169,3,150,26.8971308,112.5666191
"Japan","Hirata",45,1,45,0,16,37.2219658,140.5756791
"Japan","Hobara",44,1,44,0,22,NA,NA
"United States of America","Hoboken",61,1,27,11,61,40.7433066,-74.0323752
"Somalia","Hobyo",58,0,21,0,58,5.349526,48.526366
"Japan","Hofu",44,1,44,0,32,34.0517226,131.5629141
"Solomon Islands","Honiara",18,0,18,0,6,-9.4310769,159.9552552
"India","Honnali",65,0,22,0,65,14.2389785,75.6457434
"Paraguay","Horqueta",20,0,20,0,20,-23.344573,-57.0513696
"Armenia","Hrazdan",31,0,31,0,30,40.5196871,44.7500706
"China","Hsinchu",138,3,138,2,112,NA,NA
"Peru","Huaura",39,1,19,1,39,-11.0701058,-77.5992908
"Zimbabwe","Hwange",44,0,17,0,44,-18.3647222,26.5
"Japan","Ichihara",74,1,74,1,35,35.497775,140.1156996
"India","Idukki",51,0,23,0,51,9.8497872,76.9797914
"Nigeria","Ikom",125,5,16,2,125,5.962765,8.7239694
"India","Khed",95,0,22,0,95,17.7184198,73.3956694
"India","Khetri",500,1,40,0,376,28.0003366,75.784133
"Russian Federation","Khimki",40,1,30,8,40,55.8917293,37.4396994
"India","Khopoli",108,0,23,0,108,18.787747,73.3438185
"Namibia","Khorixas",72,0,19,0,72,-20.37384,14.960421
"Ukraine","Khotyn",75,1,37,1,75,48.5068418,26.4859086
"United Republic of Tanzania","Kibara",20,0,14,0,20,-2.15,33.45
"Turkey","Kilis",64,1,41,0,64,36.7165552,37.1146069
"Ukraine","Kiliya",37,1,37,0,30,45.4409767,29.2652788
"United States of America","Killeen",40,0,21,1,40,31.1171441,-97.727796
"Russian Federation","Kinel Cherkassy",35,1,35,0,15,NA,NA
"Austria","Klosterneuburg",59,1,30,3,59,48.30499,16.323756
"Croatia","Knin",48,1,48,0,35,44.04085,16.199433
"Papua New Guinea","Kokopo",104,0,22,0,104,-4.3432175,152.2686741
"Russian Federation","Kola",30,1,30,0,10,68.880638,33.019726
"Czechia","Kolin",50,1,23,4,50,50.0288894,15.2011571
"Poland","Kolo",32,1,32,1,29,52.2019866,18.6359912
"Russian Federation","Komsomolsk Na Amure",42,1,32,0,42,50.5497277,137.0099189
"Poland","Konskie",46,1,21,4,46,51.1910223,20.4071836
"Pakistan","Kot Radha Kishan",230,5,130,9,230,31.1704788,74.1012446
"Russian Federation","Kotelnikovo",39,1,39,0,20,47.6332274,43.14109
"India","Kottaiyur",72,1,28,2,72,12.1741753,78.1876973
"Chad","Koumra",59,2,6,0,59,8.9189081,17.5478111
"India","Koyilandi",69,0,26,0,69,NA,NA
"Ukraine","Kozyatyn",78,1,38,0,78,NA,NA
"Russian Federation","Krasnovishersk",29,1,28,0,29,60.4017837,57.0767045
"Russian Federation","Krasnyy Yar",34,1,34,1,24,55.240089,72.923889
"Germany","Kronach",36,1,26,2,36,50.2397846,11.3277669
"Germany","Kronberg",30,0,30,1,27,50.1907415,8.5182779
"Ukraine","Kryvyy Rih",52,1,36,1,52,NA,NA
"India","Kudligi",74,0,24,0,74,14.9050763,76.3844473
"Russian Federation","Kulebaki",48,1,33,1,48,55.429287,42.511879
"India","Kushalnagar",54,0,21,0,54,12.4585525,75.961437
"Japan","Kushiro",33,1,33,0,9,42.9849503,144.3820491
"Myanmar","Kyaiklat",61,0,21,0,61,16.4433836,95.7256825
"Mexico","La Barca",37,1,8,3,37,20.2860699,-102.5459147
"France","La Crau",60,1,30,6,60,43.1497034,6.0737053
"Honduras","La Entrada",55,2,5,4,55,15.0648291,-88.7461142
"United States of America","La Presa",58,2,14,19,58,32.7081085,-116.9972487
"Brazil","Ladario",17,1,17,0,12,-19.0036585,-57.6028285
"Brazil","Lagoa Da Canoa",34,0,15,2,34,-9.8294012,-36.7395617
"Germany","Ilsede",41,0,28,2,41,52.2602378,10.2155251
"Brazil","Imbituba",31,1,15,1,31,-28.241827,-48.6643444
"Brazil","Imbituva",24,1,8,0,24,-25.2293338,-50.6051002
"Japan","Inagi",78,1,78,3,51,35.638229,139.507776
"Spain","Inca",43,1,43,0,30,39.7211448,2.9111493
"India","Indergarh",390,1,54,1,335,25.9106132,78.5628784
"India","Indore",150,1,30,0,150,22.7203616,75.8681996
"Nigeria","Inisa",159,6,16,5,159,7.985087,4.645545
"United Kingdom of Great Britain and Northern Ireland","Inverurie",31,1,31,2,25,57.2839493,-2.3742854
"Japan","Ishigaki",116,2,116,0,64,24.3444441,124.1851857
"Côte d'Ivoire","Issia",84,2,10,1,84,6.4877871,-6.5887859
"Brazil","Itabera",16,0,16,0,16,-23.8621345,-49.1398926
"Brazil","Itaiba",28,0,14,1,28,-8.94675,-37.421188
"Ukraine","Izyaslav",59,1,31,0,59,NA,NA
"Ukraine","Izyum",51,1,34,1,51,49.1913721,37.2784125
"Spain","Jaen",36,1,17,3,36,37.7728858,-3.7883289
"India","Jagtial",139,1,31,0,139,18.7956633,78.9162397
"India","Jahangirpur",500,1,49,1,493,26.2616498,78.2757288
"India","Jamadoba",174,1,59,1,174,23.7068396,86.4027715
"India","Jandiala",156,5,124,10,156,31.1596218,75.617373
"China","Jijiang",162,10,79,25,162,29.2807701,106.263488
"Mexico","Jilotepec",95,2,9,9,95,19.611389,-96.949444
"India","Jintur",130,1,31,0,130,19.6060365,76.6889565
"China","Jinxi",93,2,51,2,93,40.7515443,120.8404789
"Poland","Jozefow",43,1,30,3,43,50.4808298,23.0540591
"Germany","Juchen",34,1,23,3,34,51.1017138,6.5036893
"United Republic of Tanzania","Kabanga",171,6,10,3,171,-9.6281282,33.8323298
"China","Kaitong",95,2,79,0,95,44.8072492,123.0847263
"Finland","Kajaani",32,1,32,0,24,64.2240872,27.7334227
"India","Kakrala",500,2,95,2,478,28.5510413,77.4103444
"India","Kalavai",59,1,32,0,59,12.769072,79.4195652
"Russian Federation","Kalyazin",24,1,24,0,19,57.2400206,37.8404883
"Ukraine","Kalynivka",78,1,36,1,78,49.4583688,28.5262638
"Cambodia","Kampot",59,1,27,0,59,10.6116906,104.1827542
"Pakistan","Kamra",135,2,135,1,86,33.8560901,72.3941358
"India","Kandhla",500,3,53,8,500,29.3215949,77.2697457
"Finland","Kangasala",30,1,30,2,14,61.4715042,24.3261795
"China","Kangshan",201,3,201,4,142,28.8806357,116.4288788
"India","Karambakkudi",84,1,40,1,84,10.4592325,79.1399166
"India","Kargil",23,1,21,0,23,34.5593048,76.1255767
"India","Kartarpur",168,3,168,2,146,31.4397157,75.4989077
"India","Katol",144,1,36,0,144,21.6374862,77.6615469
"Russian Federation","Kavkazskaya",38,1,37,1,38,NA,NA
"Japan","Kawaguchi",75,1,75,1,34,35.8078228,139.7241054
"United States of America","Kearns",54,1,6,14,54,40.6528603,-112.004618
"Hungary","Kecskemet",65,1,27,2,65,46.9073883,19.6917206
"Belgium","Keerbergen",39,1,23,5,39,51.0037524,4.6290719
"Turkey","Kemalpasa",37,1,31,5,37,38.4278291,27.4152158
"United States of America","Kerrville",36,0,20,1,36,30.048469,-99.1399464
"United States of America","Kettering",53,1,31,6,53,39.6895036,-84.1688274
"India","Khammam",112,1,29,2,112,17.2465351,80.1500326
"India","Khandwa",130,0,31,0,130,21.8203752,76.3555424
"Italy","Marsciano",40,1,40,2,23,42.9105115,12.3377232
"France","Marseille",59,1,37,6,59,43.2961743,5.3699525
"United States of America","Mashpee",29,1,29,2,17,41.6484421,-70.4811383
"Uganda","Masindi",62,2,17,0,62,1.6852537,31.7205937
